EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
338,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS State Contributory Pre-2011,"hired on or after July 1, 1971 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
339,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS State Contributory Pre-1971,"hired before July 1, 1971",FAS,,,,,,,,,,,,,,1,0,
340,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS Teacher Contributory Pre-2011,"hired on or after July 1, 1971 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
341,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS Teacher Contributory Pre-1971,"hired before July 1, 1971",FAS,,,,,,,,,,,,,,1,0,
342,Utah,Utah Retirement System,Utah Public Employees Noncontributory Retirement System,,,UT RS Local Noncontributory Pre-2011,"hired on or after July 1, 1986 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
343,Utah,Utah Retirement System,Utah Public Employees Noncontributory Retirement System,,,UT RS State Noncontributory Pre-2011,"hired on or after July 1, 1986 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
344,Utah,Utah Retirement System,Utah Public Employees Noncontributory Retirement System,,,UT RS Teacher Noncontributory Pre-2011,"hired on or after July 1, 1986 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
345,Utah,Utah Retirement System,Utah Public Employees Noncontributory Retirement System,,,UT RS Local Noncontributory Pre-2011,"hired on or after July 1, 1986 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
346,Vermont,Vermont State Employees’ Retirement System,Vermont State Employees' Retirement System,,,VT SERS Pre-2008,"hired on or after July 1, 1991 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
347,Vermont,Vermont State Employees’ Retirement System,Vermont State Employees' Retirement System,,,VT SERS Pre-1991,"hired on or after July 1, 1981 and before July 1, 1991",FAS,,,,,,,,,,,,,,1,0,
348,Vermont,Vermont State Employees’ Retirement System,Vermont State Employees' Retirement System,,,VT SERS Pre-1981,"hired before July 1, 1981",FAS,,,,,,,,,,,,,,1,0,
349,Vermont,Vermont State Teachers' Retirement System,Vermont State Teachers' Retirement System,,,VT STRS Pre-1985,"hired on or after July 1, 1981 and before July 1, 1985",FAS,,,,,,,,,,,,,,1,0,
350,Vermont,Vermont State Teachers' Retirement System,Vermont State Teachers' Retirement System,,,VT STRS Pre-1981,"hired before July 1, 1981",FAS,,,,,,,,,,,,,,1,0,
351,Virginia,Virginia Retirement System,Virginia Judicial Retirement System - Legacy Pension Plan,,,VA JRS Pension Pre-2014,"appointed or elected on or after July 1, 2010 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
352,Virginia,Virginia Retirement System,Virginia Law Officers’ Retirement System,,,VA LORS Pre-2013,"hired on or after July 1, 2001 and vested on or before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
353,Virginia,Virginia Retirement System,Virginia Law Officers’ Retirement System,,,VA LORS Pre-2010,"hired on or after July 1, 2001 and before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
354,Virginia,Virginia Retirement System,Virginia State Employee Division - Legacy Pension Plan,,,VRS General Hybrid Pre-2014,"hired on or after July 1, 2010 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
355,Virginia,Virginia Retirement System,Virginia State Employee Division - Legacy Pension Plan,,,VRS General Hybrid Pre-2010,"hired before July 1, 2010 and vested on or before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
356,Virginia,Virginia Retirement System,Virginia Teachers Division - Legacy Pension Plan,,,VRS Teachers Hybrid Pre-2014,"hired on or after July 1, 2010 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
357,Virginia,Virginia Retirement System,Virginia Teachers Division - Legacy Pension Plan,,,VRS Teachers Hybrid Pre-2010,"hired before July 1, 2010 and vested on or before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
358,Virginia,Virginia Retirement System,Virginia State Police Officers’ Retirement System,,,VA SPORS Pre-2013,"hired before July 1, 2010 and vested on or before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
359,Washington,Washington Law Enforcement Officers’ and Firefighters Retirement System,Washington Law Enforcement Officers’ and Firefighters Retirement System,,,WA LEOFF Pre-1977,"hired before October 1, 1977",FAS,,,,,,,,,,,,,,1,0,
360,Washington,Washington Public Employees’ Retirement System,Washington Public Employees’ Retirement System,,,WA PERS Pension Pre-1977,"hired before October 1, 1977",FAS,,,,,,,,,,,,,,1,0,
361,Washington,Washington State Patrol Retirement System,Washington State Patrol Retirement System - Plan 1,,,WA SPRS Plan 1 Pre-2003,"hired before January 1, 2003",FAS,,,,,,,,,,,,,,1,0,
362,Washington,Washington Teachers' Retirement System,Washington Teachers' Retirement System - Plan 1,,,WA TRS Pension Plan 1 Pre-1977,"hired before October 1, 1977",FAS,,,,,,,,,,,,,,1,0,
363,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS General Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
364,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS Elected Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
365,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS University Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
366,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS Teachers Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
367,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS Safety (SSA Covered) Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
368,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,,,WI RS Safety (Not SSA Covered) Pre-1980,"hired before January 1, 1980",FAS,,,,,,,,,,,,,,1,0,
369,Wyoming,Wyoming Retirement System,Wyoming Retirement System,,,WY RS Teachers Pre-2012,"hired before September 1, 2012",FAS,,,,,,,,,,,,,,1,0,
370,Wyoming,Wyoming Retirement System,Wyoming Retirement System,,,WY RS General Pre-2012,"hired before September 1, 2012",FAS,,,,,,,,,,,,,,1,0,
371,Arizona,City of Phoenix Employee Retirement System,City of Phoenix Employee Retirement System,,,AZ Phoenix City,"hired on or before January 1, 2016",FAS,,,,,,,,,,,,,,0,1,
372,California,Los Angeles City Employees' Retirement System,Los Angeles City Employees' Retirement System,,,CA LA City General,"hired on or after February 21, 2016",FAS,,,,,,,,,,,,,,0,1,
373,California,Los Angeles Fire and Police,Los Angeles Fire and Police,,,CA LA Police & Firefighters,"hired on or after July 1, 2011",FAS,,,,,,,,,,,,,,0,1,
374,California,Los Angeles Water and Power,Los Angeles Water and Power,,,CA LA Water & Power,"hired on or after January 1, 2014",FAS,,,,,,,,,,,,,,0,1,
375,California,Los Angeles County Employees Retirement System,Los Angeles County Employees Retirement System,,,CA LA County,"hired on of after January 1, 2013",FAS,,,,,,,,,,,,,,0,1,
376,California,Marin County Employees' Pension Plan,Marin County Employees' Pension Plan,,,CA Marin County,"hired on or after January 1, 2013",FAS,,,,,,,,,,,,,,0,1,
377,California,Orange County Employees Retirement System,Orange County Employees Retirement System,,,CA Orange County,"hired on or after January 1, 2013",FAS,,,,,,,,,,,,,,0,1,
378,California,Sacramento County Employees Retirement System,Sacramento County Employees Retirement System,,,CA Sacramento County,"hired on or after January 1, 2013",FAS,,,,,,,,,,,,,,0,1,
379,California,San Diego City Employees Retirement System,San Diego City Employees Retirement System - Defined Benefit Plan,,,CA San Diego City Pension,"hired on or after July 1, 2009 and before July 20, 2012",FAS,,,,,,,,,,,,,,0,1,
380,California,San Diego City Employees Retirement System,San Diego City Employees Retirement System - DC Plan,,,CA San Diego City DC,"hired on or after July 20, 2012",DC,,,,,,,,,,,,,,0,1,
381,California,San Diego County Employees Retirement System,San Diego County Employees Retirement System,,,CA San Diego County,"hired on or after July 1, 2018",FAS,,,,,,,,,,,,,,0,1,
382,California,San Francisco City & County Employees Retirement System,San Francisco City & County Employees Retirement System,,,CA San Francisco City & County,"hired on or after January 7, 2012",FAS,,,,,,,,,,,,,,0,1,
383,California,San Jose City Police and Fire Plan,San Jose City Police and Fire Plan,,,CA San Jose Police & Firefighters,"hired on or after June 18, 2017",FAS,,,,,,,,,,,,,,0,1,
384,Colorado,Denver Employees Retirement System,Denver Employees Retirement System,,,CO Denver City General,"hired on or after July 1, 2011",FAS,,,,,,,,,,,,,,0,1,
385,Connecticut,Hartford Municipal Employees' Retirement Fund,Hartford Municipal Employees' Retirement Fund,,,CT Hartford City,"hired on or after July 1, 2017",FAS,,,,,,,,,,,,,,0,1,
386,Georgia,Atlanta Employees' Retirement System,Atlanta Employees' Retirement System,,,GA Atlanta City General,"hired on or after July 1, 2001",FAS,,,,,,,,,,,,,,0,1,
387,Georgia,Atlanta Police Retirement System,Atlanta Police Retirement System,,,GA Atlanta City Police,"hired on or after October 1, 2011",FAS,,,,,,,,,,,,,,0,1,
388,Georgia,Atlanta Fireman's Pension Fund,Atlanta Fireman's Pension Fund,,,GA Atlanta City Firefighters,"hired on or after October 1, 2011",FAS,,,,,,,,,,,,,,0,1,
389,Georgia,Atlanta Board of Education Fund,Atlanta Board of Education Fund,,,GA Atlanta City Education,"hired on or after November 1, 2011",FAS,,,,,,,,,,,,,,0,1,
390,Illinois,City of Chicago Teachers Retirement System,City of Chicago Teachers Retirement System,,,IL Chicago City Teachers,"hired on or after January 1, 2011",FAS,,,,,,,,,,,,,,0,1,
391,Illinois,City of Chicago Teachers Retirement System,City of Chicago Teachers Retirement System,,,IL Chicago City Teachers Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,1,
392,Illinois,City of Chicago Municipal Retirement System,City of Chicago Municipal Retirement System,,,IL Chicago City General,"hired on or after July 6, 2017",FAS,,,,,,,,,,,,,,0,1,
393,Illinois,City of Chicago Police Retirement System,City of Chicago Police Retirement System,,,IL Chicago City Police,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,0,1,
394,Illinois,City of Chicago Fireman's Annuity Benefit Fund,City of Chicago Fireman's Annuity Benefit Fund,,,IL Chicago City Firefighters,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,0,1,
395,Illinois,City of Chicago Laborers Retirement Board Employees Annuity Benefit Fund,City of Chicago Laborers Retirement Board Employees Annuity Benefit Fund,,,IL Chicago City Laborers,"hired on or after July 6, 2017",FAS,,,,,,,,,,,,,,0,1,
396,Illinois,City of Chicago Transit Authority Employees' Retirement Plan,City of Chicago Transit Authority Employees' Retirement Plan,,,IL Chicago City Transit,"hired on or after January 18, 2008",FAS,,,,,,,,,,,,,,0,1,
397,Illinois,Cook County Employees' Retirement System,Cook County Employees' Retirement System,,,IL Cook County,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,0,1,
398,Michigan,Detroit Police and Fire Retirement System,Detroit Police and Fire Retirement System,,,MI Detroit City Police & Fire,"hired on or after July 1, 2014",FAS,,,,,,,,,,,,,,0,1,
399,Michigan,Detroit General Retirement System,Detroit General Retirement System,,,MI Detroit City General,"hired on or after July 1, 2014",FAS,,,,,,,,,,,,,,0,1,
400,Missouri,"City of Kansas City, Missouri The Employees' Retirement System","City of Kansas City, Missouri The Employees' Retirement System",,,MO Kansas City General Tier 1,"hired before April 20, 2014",FAS,,,,,,,,,,,,,,1,1,
401,Missouri,"City of Kansas City, Missouri The Employees' Retirement System","City of Kansas City, Missouri The Employees' Retirement System",,,MO Kansas City General Tier 2,"hired on or after April 20, 2014",FAS,,,,,,,,,,,,,,0,1,
402,Missouri,"City of Kansas City, Missouri Firefighters' Pension System","City of Kansas City, Missouri Firefighters' Pension System",,,MO Kansas City Firefighters Tier 1,"hired before April 20, 2014",FAS,,,,,,,,,,,,,,1,1,
403,Missouri,"City of Kansas City, Missouri Firefighters' Pension System","City of Kansas City, Missouri Firefighters' Pension System",,,MO Kansas City Firefighters Tier 2,"hired on or after April 20, 2014",FAS,,,,,,,,,,,,,,0,1,
404,Missouri,Kansas City Police Employees' Retirement Systems,"Civilian Employees’ Retirement System of the Police Department of Kansas City, Missouri ",,,MO Kansas City Civilian Police Tier 1,"hired before April 20, 2014",FAS,,,,,,,,,,,,,,1,1,
405,Missouri,Kansas City Police Employees' Retirement Systems,"Civilian Employees’ Retirement System of the Police Department of Kansas City, Missouri ",,,MO Kansas City Civilian Police Tier 2,"hired on or after April 20, 2014",FAS,,,,,,,,,,,,,,0,1,
406,Missouri,Kansas City Police Employees' Retirement Systems,"Police Retirement System of Kansas City, Missouri",,,MO Kansas City Police Tier 1,"hired before April 20, 2014",FAS,,,,,,,,,,,,,,1,1,
407,Missouri,Kansas City Police Employees' Retirement Systems,"Police Retirement System of Kansas City, Missouri",,,MO Kansas City Police Tier 2,"hired on or after April 20, 2014",FAS,,,,,,,,,,,,,,0,1,
408,Missouri,Kansas City Public School Retirement System,Kansas City Public School Retirement System,,,MO Kansas City School Tier 1,"hired before April 20, 2014",FAS,,,,,,,,,,,,,,1,1,
409,Missouri,Kansas City Public School Retirement System,Kansas City Public School Retirement System,,,MO Kansas City School Tier 2,"hired on or after April 20, 2014",FAS,,,,,,,,,,,,,,0,1,
410,Missouri,Public School Retirement System of St. Louis,Public School Retirement System of St. Louis,,,MO St. Louis City School,"hired on or after July 1, 1999",FAS,,,,,,,,,,,,,,0,1,
411,Missouri,St Louis Employees Retirement System,St Louis Employees Retirement System,,,MO St. Louis City General,"hired on or after January 1, 1977",FAS,,,,,,,,,,,,,,0,1,
412,Missouri,St Louis Police Retirement System,St Louis Police Retirement System,,,MO St. Louis City Police,"hired on or after October 1, 1957",FAS,,,,,,,,,,,,,,0,1,
413,Nebraska,City of Omaha Employees' Retirement System,City of Omaha Employees' Retirement System,,,NE Omaha City General,"hired on or after March 1, 2015",FAS,,,,,,,,,,,,,,0,1,
414,Nebraska,City of Omaha Police and Fire Retirement System,City of Omaha Police and Fire Retirement System,,,NE Omaha City Police,"hired on or after January 1, 2010",FAS,,,,,,,,,,,,,,0,1,
415,Nebraska,City of Omaha Police and Fire Retirement System,City of Omaha Police and Fire Retirement System,,,NE Omaha City Firefighters,"hired on or after January 1, 2013",FAS,,,,,,,,,,,,,,0,1,
416,Nebraska,City of Lincoln Police and Fire Pension Fund,City of Lincoln Police and Fire Pension Fund,,,NE Lincoln City Police & Firefighters,"hired on or after April 1, 1995",FAS,,,,,,,,,,,,,,0,1,
417,New York,New York City Employees' Retirement System,New York City Employees' Retirement System,,,NY NYC General,"hired on or after April 1, 2012",FAS,,,,,,,,,,,,,,0,1,
418,New York,New York City Teachers Retirement System,New York City Teachers Retirement System,,,NY NYC Teachers,"hired on or after April 1, 2012",FAS,,,,,,,,,,,,,,0,1,
419,New York,New York City Fire Retirement System,New York City Fire Retirement System,,,NY NYC Firefighters,"hired on or after April 1, 2012",FAS,,,,,,,,,,,,,,0,1,
420,New York,New York City Police Retirement System,New York City Police Retirement System,,,NY NYC Police,"hired on or after April 1, 2012",FAS,,,,,,,,,,,,,,0,1,
421,New York,New York City Board of Education Retirement System,New York City Board of Education Retirement System,,,NY NYC Ed Board,"hired on or after April 1, 2012",FAS,,,,,,,,,,,,,,0,1,
422,Texas,City of Austin Employees' Retirement Plan,City of Austin Employees' Retirement Plan,,,TX Austin City General,"hired on or after January 1, 2012",FAS,,,,,,,,,,,,,,0,1,
423,Texas,City of Austin Fire Fighters’ Relief and Retirement Fund of Austin Texas,City of Austin Fire Fighters’ Relief and Retirement Fund of Austin Texas,,,TX Austin City Firefighters,"hired on or after September 1, 2015",FAS,,,,,,,,,,,,,,0,1,
424,Texas,City of Austin Police Officers’ Retirement and Pension Fund,City of Austin Police Officers’ Retirement and Pension Fund,,,TX Austin City Police,"hired on or after October 1, 2015",FAS,,,,,,,,,,,,,,0,1,
425,Texas,Dallas Employees Retirement Fund,Dallas Employees Retirement Fund,,,TX Dallas City General,"hired on or after January 1, 2017",FAS,,,,,,,,,,,,,,0,1,
426,Texas,Dallas Police and Fire Retirement Plan,Dallas Police and Fire Retirement Plan,,,TX Dallas City Police & Firefighters,"hired on or after March 1, 2011",FAS,,,,,,,,,,,,,,0,1,
427,Texas,Houston Municipal Employees Pension System,Houston Municipal Employees Pension System,,,TX Houston City General,"hired on or after January 1, 2008",FAS,,,,,,,,,,,,,,0,1,
428,Texas,Houston Police Officers Retirement System,Houston Police Officers Retirement System,,,TX Houston City Police,"hired on or after October 9, 2004",FAS,,,,,,,,,,,,,,0,1,
429,Texas,Houston Firefighters Retirement System,Houston Firefighters Retirement System,,,TX Houston City Firefighters,"hired on or after July 1, 2017",FAS,,,,,,,,,,,,,,0,1,
